ticker,year,market_cap,data_quality_flag_x,company_name,cik,revenue,net_income,assets,liabilities,equity,cash,debt,operating_income,gross_profit,shares_outstanding,data_source,data_quality_flag_y,profit_margin,gross_margin,operating_margin,debt_to_assets,return_on_assets,return_on_equity,cash_to_assets,revenue_growth,net_income_growth,log_assets,log_revenue,log_market_cap,company_id
ABT,2024,189008754405.98383,ok,Abbott Laboratories,1800,43653000000.0,6933000000.0,73214000000.0,,38603000000.0,6896000000.0,14679000000.0,8362000000.0,,1734323411.0,sec_company_facts,ok,0.15882069960827436,,0.19155613588985865,0.20049444095391591,0.09469500368781927,0.17959744061342384,0.09418963586199361,0.013418456181079508,-0.01951633432329236,25.016652496457024,24.499537845392663,25.965059170541714,1800
AMGN,2017,96805837937.42862,ok,Amgen Inc,318154,21662000000.0,6939000000.0,77626000000.0,,25778000000.0,3731000000.0,34596000000.0,8470000000.0,4221000000.0,720562246.0,sec_company_facts,ok,0.3203305327301265,0.1948573538916074,0.39100729387868155,0.44567541803004146,0.08939015278386107,0.26918302428427343,0.04806379305902662,,,25.07516825956474,23.798825410359957,25.29597313868137,318154
AMGN,2018,96336665014.06572,ok,Amgen Inc,318154,22991000000.0,7722000000.0,79954000000.0,,28083000000.0,4144000000.0,35342000000.0,9794000000.0,4203000000.0,622278034.0,sec_company_facts,ok,0.33587055804445215,0.18281066504284285,0.4259927797833935,0.44202916677089327,0.09658053380693898,0.27497062279670975,0.05182980213622833,0.06135167574554523,0.11284046692607008,25.104717306244396,23.85836867194821,25.291114820713787,318154
AMGN,2019,116512172014.77824,ok,Amgen Inc,318154,22849000000.0,1979000000.0,66416000000.0,,29875000000.0,6945000000.0,33929000000.0,9973000000.0,4399000000.0,589806819.0,sec_company_facts,ok,0.08661210556260668,0.1925248369731717,0.436474243949407,0.5108558178752108,0.029797036858588293,0.06624267782426778,0.10456817634304987,-0.006176329868209263,-0.7437192437192437,24.919203828257093,23.85217318965282,25.481261585307973,318154
AMGN,2020,111824822193.08688,ok,Amgen Inc,318154,23747000000.0,8394000000.0,59707000000.0,,25241000000.0,6037000000.0,29903000000.0,10263000000.0,4231000000.0,577566383.0,sec_company_facts,ok,0.3534762285762412,0.17816987408935867,0.4321809070619447,0.500829048520274,0.14058653089252515,0.3325541777267145,0.10111042256351851,0.039301501159788144,3.241536129358262,24.812715103402702,23.890722043659075,25.44019939621789,318154
AMGN,2021,108791330993.91235,ok,Amgen Inc,318154,23362000000.0,7842000000.0,62948000000.0,,12500000000.0,6266000000.0,32986000000.0,9674000000.0,,557029370.0,sec_company_facts,ok,0.3356733156407842,,0.4140912593099906,0.5240198258880345,0.12457901760183009,0.62736,0.09954247950689459,-0.01621257421990141,-0.06576125804145816,24.86557482568503,23.874376607679917,25.41269748982899,318154
AMGN,2022,125597133021.01093,ok,Amgen Inc,318154,25424000000.0,7264000000.0,61165000000.0,,9673000000.0,7989000000.0,33309000000.0,9139000000.0,,533976238.0,sec_company_facts,ok,0.2857142857142857,,0.35946349905601005,0.5445761464890051,0.11876072917518188,0.7509562700299803,0.13061391318564539,0.08826299118226189,-0.0737056873246621,24.83684096744529,23.95895944674077,25.55634526445415,318154
AMGN,2023,143026382369.55704,ok,Amgen Inc,318154,25979000000.0,5893000000.0,65121000000.0,,9409000000.0,7629000000.0,38945000000.0,7639000000.0,,535918901.0,sec_company_facts,ok,0.2268370607028754,,0.29404519034604876,0.5980405706300579,0.09049308210868998,0.6263152300988415,0.11715114939881144,0.021829767149150303,-0.18873898678414092,24.899512914788147,23.980554356301024,25.68629494228455,318154
AMGN,2024,133660698203.37056,ok,Amgen Inc,318154,26323000000.0,6552000000.0,97154000000.0,,6700000000.0,10944000000.0,64613000000.0,9566000000.0,,537204943.0,sec_company_facts,ok,0.24890779926300194,,0.363408426091251,0.6650575375177553,0.06743932313646375,0.9779104477611941,0.11264590238178562,0.013241464259594382,0.11182759205837445,25.299563185365386,23.993708918671018,25.61857032274284,318154
GILD,2017,19647832479.44223,ok,Gilead Sciences Inc,882184,10824000000.0,,11558900000.0,4765900000.0,6792500000.0,661800000.0,,,,375037829.0,sec_company_facts,ok,,,,,,,0.05725458304855999,,,23.170721539953707,23.105031727814897,23.701232862787776,882184
GILD,2018,17757167433.909798,ok,Gilead Sciences Inc,882184,12157400000.0,886300000.0,12184600000.0,4437000000.0,7747100000.0,1383800000.0,,,,376274635.0,sec_company_facts,ok,0.07290210077812691,,,,0.07273935951939334,0.11440409959855946,0.11356958784038869,0.12318920916481901,,23.22343869623814,23.221203874833105,23.60005507045643,882184
GILD,2019,18760383958.307373,ok,Gilead Sciences Inc,882184,14091000000.0,1038400000.0,14114600000.0,4955700000.0,8984400000.0,1473100000.0,,,,368493204.0,sec_company_facts,ok,0.07369242779078845,,,,0.07356921202159467,0.11557811317394595,0.10436710923440976,0.1590471646898186,0.17161232088457634,23.370475559603488,23.36880213265938,23.65501324717578,882184
GILD,2020,17308508320.598717,ok,Gilead Sciences Inc,882184,16068000000.0,1460300000.0,15606600000.0,5311500000.0,10020900000.0,1494300000.0,,,,364390995.0,sec_company_facts,ok,0.090882499377645,,,,0.09356938731049684,0.14572543384326758,0.09574795278920457,0.14030232063018944,0.4062981510015409,23.47095973865317,23.500095553443447,23.57446402799026,882184
