ticker,year,report_risk_score_real,risk_score_source,risk_score_components,filing_data_quality_flag,filing_warning_text
CMCSA,2023,27.7,real_sec_filing,"risk_per1k=1.7, debt=4, legal=32, uncertainty=13, cost+cyber=2",ok,
CMCSA,2024,29.1,real_sec_filing,"risk_per1k=2.7, debt=4, legal=37, uncertainty=10, cost+cyber=3",ok,
CTSH,2017,72.4,real_sec_filing,"risk_per1k=15.2, debt=7, legal=58, uncertainty=66, cost+cyber=7",ok,
CTSH,2018,73.3,real_sec_filing,"risk_per1k=15.0, debt=2, legal=41, uncertainty=21, cost+cyber=8",ok,
CTSH,2019,71.5,real_sec_filing,"risk_per1k=14.8, debt=2, legal=43, uncertainty=22, cost+cyber=7",ok,
CTSH,2020,79.4,real_sec_filing,"risk_per1k=14.7, debt=8, legal=42, uncertainty=27, cost+cyber=16",ok,
CTSH,2021,78.8,real_sec_filing,"risk_per1k=14.9, debt=8, legal=47, uncertainty=25, cost+cyber=14",ok,
CTSH,2022,59.3,real_sec_filing,"risk_per1k=12.0, debt=8, legal=24, uncertainty=17, cost+cyber=27",ok,
CTSH,2023,59.4,real_sec_filing,"risk_per1k=11.8, debt=8, legal=23, uncertainty=24, cost+cyber=25",ok,
CTSH,2024,61.4,real_sec_filing,"risk_per1k=12.5, debt=13, legal=14, uncertainty=19, cost+cyber=31",ok,
DDOG,2019,24.3,real_sec_filing,"risk_per1k=5.7, debt=8, legal=14, uncertainty=5, cost+cyber=1",ok,
DDOG,2020,25.0,real_sec_filing,"risk_per1k=6.5, debt=9, legal=7, uncertainty=4, cost+cyber=2",ok,
DDOG,2021,24.0,real_sec_filing,"risk_per1k=6.1, debt=9, legal=9, uncertainty=2, cost+cyber=3",ok,
DDOG,2022,33.1,real_sec_filing,"risk_per1k=6.7, debt=12, legal=12, uncertainty=7, cost+cyber=6",ok,
DDOG,2023,36.6,real_sec_filing,"risk_per1k=7.2, debt=13, legal=11, uncertainty=8, cost+cyber=10",ok,
DDOG,2024,36.9,real_sec_filing,"risk_per1k=7.0, debt=14, legal=14, uncertainty=6, cost+cyber=10",ok,
DIS,2017,21.1,real_sec_filing,"risk_per1k=3.8, debt=7, legal=9, uncertainty=6, cost+cyber=3",ok,
DIS,2018,12.9,real_sec_filing,"risk_per1k=3.4, debt=2, legal=9, uncertainty=7, cost+cyber=5",ok,
FTNT,2017,45.9,real_sec_filing,"risk_per1k=10.1, debt=4, legal=31, uncertainty=16, cost+cyber=10",ok,
FTNT,2018,51.5,real_sec_filing,"risk_per1k=10.8, debt=4, legal=35, uncertainty=16, cost+cyber=16",ok,
FTNT,2019,52.3,real_sec_filing,"risk_per1k=11.8, debt=5, legal=27, uncertainty=12, cost+cyber=16",ok,
FTNT,2020,55.2,real_sec_filing,"risk_per1k=12.4, debt=8, legal=24, uncertainty=12, cost+cyber=11",ok,
FTNT,2021,64.0,real_sec_filing,"risk_per1k=14.3, debt=12, legal=20, uncertainty=10, cost+cyber=43",ok,
FTNT,2022,64.4,real_sec_filing,"risk_per1k=14.1, debt=11, legal=22, uncertainty=11, cost+cyber=42",ok,
FTNT,2023,75.8,real_sec_filing,"risk_per1k=14.8, debt=42, legal=24, uncertainty=17, cost+cyber=46",ok,
FTNT,2024,71.6,real_sec_filing,"risk_per1k=16.1, debt=14, legal=26, uncertainty=13, cost+cyber=73",ok,
MPWR,2017,66.6,real_sec_filing,"risk_per1k=12.4, debt=17, legal=34, uncertainty=38, cost+cyber=4",ok,
MPWR,2018,72.5,real_sec_filing,"risk_per1k=13.4, debt=17, legal=33, uncertainty=41, cost+cyber=15",ok,
MPWR,2019,70.5,real_sec_filing,"risk_per1k=13.2, debt=12, legal=35, uncertainty=37, cost+cyber=18",ok,
MPWR,2020,65.8,real_sec_filing,"risk_per1k=15.9, debt=9, legal=23, uncertainty=28, cost+cyber=18",ok,
MPWR,2021,67.7,real_sec_filing,"risk_per1k=16.4, debt=8, legal=27, uncertainty=28, cost+cyber=20",ok,
MPWR,2022,63.3,real_sec_filing,"risk_per1k=17.0, debt=5, legal=24, uncertainty=28, cost+cyber=29",ok,
MPWR,2023,65.8,real_sec_filing,"risk_per1k=17.1, debt=5, legal=31, uncertainty=27, cost+cyber=26",ok,
MPWR,2024,67.6,real_sec_filing,"risk_per1k=18.1, debt=5, legal=33, uncertainty=30, cost+cyber=29",ok,
NOW,2017,68.3,real_sec_filing,"risk_per1k=12.8, debt=29, legal=43, uncertainty=10, cost+cyber=10",ok,
NOW,2018,60.6,real_sec_filing,"risk_per1k=13.4, debt=6, legal=56, uncertainty=8, cost+cyber=13",ok,
NOW,2019,58.9,real_sec_filing,"risk_per1k=11.2, debt=9, legal=48, uncertainty=8, cost+cyber=14",ok,
NOW,2020,53.8,real_sec_filing,"risk_per1k=10.5, debt=8, legal=41, uncertainty=8, cost+cyber=11",ok,
NOW,2021,44.6,real_sec_filing,"risk_per1k=12.0, debt=3, legal=43, uncertainty=2, cost+cyber=7",ok,
NOW,2022,50.0,real_sec_filing,"risk_per1k=11.5, debt=6, legal=41, uncertainty=1, cost+cyber=11",ok,
NOW,2023,56.7,real_sec_filing,"risk_per1k=12.1, debt=7, legal=47, uncertainty=4, cost+cyber=12",ok,
NOW,2024,55.8,real_sec_filing,"risk_per1k=10.2, debt=9, legal=50, uncertainty=5, cost+cyber=14",ok,
OKTA,2018,46.1,real_sec_filing,"risk_per1k=8.1, debt=12, legal=30, uncertainty=8, cost+cyber=10",ok,
OKTA,2019,48.5,real_sec_filing,"risk_per1k=8.0, debt=12, legal=35, uncertainty=8, cost+cyber=13",ok,
OKTA,2020,49.8,real_sec_filing,"risk_per1k=8.4, debt=12, legal=36, uncertainty=8, cost+cyber=13",ok,
OKTA,2021,37.8,real_sec_filing,"risk_per1k=8.3, debt=17, legal=13, uncertainty=6, cost+cyber=3",ok,
OKTA,2022,36.9,real_sec_filing,"risk_per1k=8.5, debt=19, legal=7, uncertainty=5, cost+cyber=2",ok,
OKTA,2023,38.8,real_sec_filing,"risk_per1k=8.6, debt=17, legal=9, uncertainty=5, cost+cyber=8",ok,
OKTA,2024,43.7,real_sec_filing,"risk_per1k=9.1, debt=17, legal=11, uncertainty=5, cost+cyber=16",ok,
PANW,2017,41.8,real_sec_filing,"risk_per1k=12.3, debt=4, legal=15, uncertainty=7, cost+cyber=13",ok,
PANW,2018,43.5,real_sec_filing,"risk_per1k=10.9, debt=5, legal=20, uncertainty=7, cost+cyber=15",ok,
PANW,2019,44.4,real_sec_filing,"risk_per1k=11.5, debt=5, legal=19, uncertainty=7, cost+cyber=15",ok,
PANW,2020,50.7,real_sec_filing,"risk_per1k=12.8, debt=4, legal=27, uncertainty=8, cost+cyber=18",ok,
PANW,2021,58.1,real_sec_filing,"risk_per1k=13.3, debt=6, legal=32, uncertainty=9, cost+cyber=20",ok,
PANW,2022,60.4,real_sec_filing,"risk_per1k=13.8, debt=6, legal=34, uncertainty=9, cost+cyber=24",ok,
PANW,2023,65.7,real_sec_filing,"risk_per1k=15.1, debt=9, legal=38, uncertainty=8, cost+cyber=20",ok,
PANW,2024,67.4,real_sec_filing,"risk_per1k=16.5, debt=9, legal=40, uncertainty=5, cost+cyber=27",ok,
SNPS,2017,41.2,real_sec_filing,"risk_per1k=10.5, debt=6, legal=15, uncertainty=13, cost+cyber=7",ok,
SNPS,2018,43.9,real_sec_filing,"risk_per1k=11.0, debt=5, legal=17, uncertainty=15, cost+cyber=11",ok,
SNPS,2019,42.2,real_sec_filing,"risk_per1k=10.7, debt=4, legal=18, uncertainty=16, cost+cyber=11",ok,
SNPS,2020,42.0,real_sec_filing,"risk_per1k=10.6, debt=3, legal=17, uncertainty=18, cost+cyber=15",ok,
SNPS,2021,49.8,real_sec_filing,"risk_per1k=12.1, debt=5, legal=19, uncertainty=21, cost+cyber=10",ok,
SNPS,2022,52.3,real_sec_filing,"risk_per1k=13.3, debt=4, legal=23, uncertainty=15, cost+cyber=17",ok,
SNPS,2023,52.3,real_sec_filing,"risk_per1k=13.6, debt=7, legal=19, uncertainty=8, cost+cyber=14",ok,
SNPS,2024,63.4,real_sec_filing,"risk_per1k=16.1, debt=10, legal=20, uncertainty=14, cost+cyber=20",ok,
T,2017,49.1,real_sec_filing,"risk_per1k=18.3, debt=0, legal=8, uncertainty=0, cost+cyber=0",ok,
T,2018,52.9,real_sec_filing,"risk_per1k=15.8, debt=0, legal=7, uncertainty=1, cost+cyber=0",ok,
T,2019,88.4,real_sec_filing,"risk_per1k=15.0, debt=20, legal=28, uncertainty=15, cost+cyber=9",ok,
T,2020,84.5,real_sec_filing,"risk_per1k=13.9, debt=21, legal=39, uncertainty=19, cost+cyber=9",ok,
T,2021,82.0,real_sec_filing,"risk_per1k=11.9, debt=36, legal=43, uncertainty=24, cost+cyber=14",ok,
T,2022,87.4,real_sec_filing,"risk_per1k=14.0, debt=22, legal=38, uncertainty=13, cost+cyber=25",ok,
T,2023,87.7,real_sec_filing,"risk_per1k=13.8, debt=17, legal=45, uncertainty=15, cost+cyber=27",ok,
T,2024,88.9,real_sec_filing,"risk_per1k=14.7, debt=17, legal=43, uncertainty=18, cost+cyber=33",ok,
TMUS,2017,81.9,real_sec_filing,"risk_per1k=12.8, debt=43, legal=56, uncertainty=60, cost+cyber=11",ok,
TMUS,2018,87.5,real_sec_filing,"risk_per1k=13.3, debt=50, legal=68, uncertainty=60, cost+cyber=23",ok,
TMUS,2019,89.7,real_sec_filing,"risk_per1k=14.1, debt=56, legal=70, uncertainty=60, cost+cyber=24",ok,
TMUS,2020,79.3,real_sec_filing,"risk_per1k=12.2, debt=84, legal=37, uncertainty=35, cost+cyber=21",ok,
TMUS,2021,84.6,real_sec_filing,"risk_per1k=13.8, debt=84, legal=38, uncertainty=32, cost+cyber=46",ok,
TMUS,2022,82.5,real_sec_filing,"risk_per1k=13.2, debt=68, legal=37, uncertainty=27, cost+cyber=43",ok,
TMUS,2023,82.6,real_sec_filing,"risk_per1k=13.9, debt=43, legal=41, uncertainty=24, cost+cyber=45",ok,
TMUS,2024,83.3,real_sec_filing,"risk_per1k=14.5, debt=44, legal=43, uncertainty=20, cost+cyber=42",ok,
VZ,2017,17.3,real_sec_filing,"risk_per1k=0.7, debt=6, legal=15, uncertainty=2, cost+cyber=5",ok,
VZ,2018,27.0,real_sec_filing,"risk_per1k=2.6, debt=9, legal=20, uncertainty=5, cost+cyber=6",ok,
VZ,2019,54.0,real_sec_filing,"risk_per1k=6.2, debt=26, legal=43, uncertainty=18, cost+cyber=5",ok,
VZ,2020,46.3,real_sec_filing,"risk_per1k=7.3, debt=6, legal=44, uncertainty=19, cost+cyber=5",ok,
VZ,2021,54.6,real_sec_filing,"risk_per1k=7.2, debt=17, legal=48, uncertainty=15, cost+cyber=7",ok,
VZ,2022,50.4,real_sec_filing,"risk_per1k=7.4, debt=7, legal=45, uncertainty=16, cost+cyber=13",ok,
VZ,2023,68.0,real_sec_filing,"risk_per1k=9.1, debt=27, legal=69, uncertainty=16, cost+cyber=18",ok,
VZ,2024,68.7,real_sec_filing,"risk_per1k=10.8, debt=8, legal=71, uncertainty=20, cost+cyber=39",ok,
WDAY,2017,48.2,real_sec_filing,"risk_per1k=13.2, debt=3, legal=24, uncertainty=17, cost+cyber=9",ok,
WDAY,2018,49.6,real_sec_filing,"risk_per1k=13.3, debt=3, legal=25, uncertainty=17, cost+cyber=10",ok,
WDAY,2019,60.5,real_sec_filing,"risk_per1k=13.8, debt=6, legal=32, uncertainty=18, cost+cyber=13",ok,
WDAY,2020,56.2,real_sec_filing,"risk_per1k=13.6, debt=3, legal=35, uncertainty=18, cost+cyber=15",ok,
WDAY,2021,51.9,real_sec_filing,"risk_per1k=13.6, debt=6, legal=22, uncertainty=17, cost+cyber=6",ok,
WDAY,2022,50.6,real_sec_filing,"risk_per1k=14.2, debt=5, legal=16, uncertainty=19, cost+cyber=9",ok,
WDAY,2023,59.8,real_sec_filing,"risk_per1k=14.0, debt=9, legal=23, uncertainty=10, cost+cyber=26",ok,
WDAY,2024,58.7,real_sec_filing,"risk_per1k=12.9, debt=9, legal=37, uncertainty=6, cost+cyber=14",ok,
ZS,2018,43.9,real_sec_filing,"risk_per1k=9.7, debt=7, legal=34, uncertainty=7, cost+cyber=6",ok,
ZS,2019,45.1,real_sec_filing,"risk_per1k=9.7, debt=7, legal=34, uncertainty=7, cost+cyber=7",ok,
ZS,2020,54.2,real_sec_filing,"risk_per1k=10.6, debt=11, legal=33, uncertainty=10, cost+cyber=9",ok,
ZS,2021,56.5,real_sec_filing,"risk_per1k=10.4, debt=15, legal=32, uncertainty=9, cost+cyber=13",ok,
ZS,2022,52.5,real_sec_filing,"risk_per1k=9.0, debt=18, legal=30, uncertainty=8, cost+cyber=13",ok,
ZS,2023,53.7,real_sec_filing,"risk_per1k=9.3, debt=20, legal=30, uncertainty=8, cost+cyber=11",ok,
ZS,2024,61.9,real_sec_filing,"risk_per1k=11.6, debt=17, legal=30, uncertainty=9, cost+cyber=21",ok,
ABBV,2017,50.4,real_sec_filing,"risk_per1k=9.1, debt=1, legal=83, uncertainty=36, cost+cyber=5",ok,
ABBV,2018,55.8,real_sec_filing,"risk_per1k=10.3, debt=2, legal=81, uncertainty=38, cost+cyber=7",ok,
ABBV,2019,53.1,real_sec_filing,"risk_per1k=10.1, debt=1, legal=83, uncertainty=36, cost+cyber=5",ok,
ABBV,2020,34.9,real_sec_filing,"risk_per1k=6.0, debt=2, legal=62, uncertainty=8, cost+cyber=5",ok,
ABBV,2021,36.8,real_sec_filing,"risk_per1k=6.2, debt=2, legal=69, uncertainty=9, cost+cyber=6",ok,
ABBV,2022,41.9,real_sec_filing,"risk_per1k=7.0, debt=2, legal=73, uncertainty=17, cost+cyber=3",ok,
ABBV,2023,39.9,real_sec_filing,"risk_per1k=6.5, debt=2, legal=73, uncertainty=13, cost+cyber=5",ok,
ABBV,2024,41.1,real_sec_filing,"risk_per1k=6.6, debt=2, legal=72, uncertainty=16, cost+cyber=5",ok,
ABT,2017,93.3,real_sec_filing,"risk_per1k=19.2, debt=25, legal=31, uncertainty=33, cost+cyber=4",ok,
ABT,2018,94.7,real_sec_filing,"risk_per1k=19.0, debt=27, legal=33, uncertainty=33, cost+cyber=6",ok,
ABT,2019,95.0,real_sec_filing,"risk_per1k=19.3, debt=23, legal=34, uncertainty=33, cost+cyber=6",ok,
ABT,2020,95.5,real_sec_filing,"risk_per1k=21.8, debt=23, legal=37, uncertainty=34, cost+cyber=7",ok,
ABT,2021,90.9,real_sec_filing,"risk_per1k=14.3, debt=24, legal=59, uncertainty=41, cost+cyber=18",ok,
ABT,2022,83.5,real_sec_filing,"risk_per1k=11.8, debt=25, legal=83, uncertainty=42, cost+cyber=31",ok,
ABT,2023,91.9,real_sec_filing,"risk_per1k=15.9, debt=27, legal=83, uncertainty=49, cost+cyber=97",ok,
ABT,2024,91.4,real_sec_filing,"risk_per1k=15.1, debt=27, legal=89, uncertainty=49, cost+cyber=92",ok,
AMGN,2017,27.6,real_sec_filing,"risk_per1k=5.1, debt=5, legal=42, uncertainty=0, cost+cyber=1",ok,
AMGN,2018,26.6,real_sec_filing,"risk_per1k=4.4, debt=5, legal=40, uncertainty=1, cost+cyber=0",ok,
AMGN,2019,30.2,real_sec_filing,"risk_per1k=4.1, debt=6, legal=42, uncertainty=1, cost+cyber=2",ok,
AMGN,2020,30.0,real_sec_filing,"risk_per1k=5.0, debt=6, legal=41, uncertainty=0, cost+cyber=1",ok,
AMGN,2021,30.9,real_sec_filing,"risk_per1k=5.4, debt=5, legal=44, uncertainty=1, cost+cyber=1",ok,
AMGN,2022,32.0,real_sec_filing,"risk_per1k=5.3, debt=5, legal=44, uncertainty=1, cost+cyber=4",ok,
AMGN,2023,32.3,real_sec_filing,"risk_per1k=5.0, debt=5, legal=43, uncertainty=1, cost+cyber=7",ok,
AMGN,2024,31.8,real_sec_filing,"risk_per1k=5.6, debt=5, legal=40, uncertainty=1, cost+cyber=6",ok,
AXP,2017,93.2,real_sec_filing,"risk_per1k=21.5, debt=50, legal=104, uncertainty=43, cost+cyber=18",ok,
AXP,2018,93.7,real_sec_filing,"risk_per1k=21.3, debt=51, legal=108, uncertainty=45, cost+cyber=19",ok,
AXP,2019,92.7,real_sec_filing,"risk_per1k=21.6, debt=38, legal=119, uncertainty=47, cost+cyber=19",ok,
AXP,2020,88.8,real_sec_filing,"risk_per1k=19.1, debt=19, legal=124, uncertainty=43, cost+cyber=20",ok,
AXP,2021,88.7,real_sec_filing,"risk_per1k=19.0, debt=19, legal=132, uncertainty=36, cost+cyber=23",ok,
AXP,2022,90.2,real_sec_filing,"risk_per1k=18.3, debt=19, legal=141, uncertainty=37, cost+cyber=32",ok,
AXP,2023,87.6,real_sec_filing,"risk_per1k=19.4, debt=11, legal=147, uncertainty=38, cost+cyber=45",ok,
AXP,2024,84.9,real_sec_filing,"risk_per1k=19.1, debt=9, legal=152, uncertainty=34, cost+cyber=42",ok,
BAC,2017,83.5,real_sec_filing,"risk_per1k=19.1, debt=107, legal=51, uncertainty=15, cost+cyber=12",ok,
BAC,2018,62.2,real_sec_filing,"risk_per1k=15.4, debt=65, legal=0, uncertainty=0, cost+cyber=28",ok,
BAC,2019,61.3,real_sec_filing,"risk_per1k=14.8, debt=71, legal=0, uncertainty=0, cost+cyber=30",ok,
BAC,2020,17.6,real_sec_filing,"risk_per1k=5.3, debt=1, legal=1, uncertainty=0, cost+cyber=1",ok,
BAC,2021,11.1,real_sec_filing,"risk_per1k=1.6, debt=1, legal=3, uncertainty=0, cost+cyber=0",ok,
BAC,2022,11.5,real_sec_filing,"risk_per1k=1.2, debt=1, legal=3, uncertainty=0, cost+cyber=0",ok,
BAC,2023,15.6,real_sec_filing,"risk_per1k=1.7, debt=1, legal=1, uncertainty=0, cost+cyber=1",ok,
BAC,2024,21.4,real_sec_filing,"risk_per1k=2.4, debt=1, legal=1, uncertainty=0, cost+cyber=1",ok,
BIIB,2017,19.4,real_sec_filing,"risk_per1k=3.1, debt=2, legal=33, uncertainty=4, cost+cyber=2",ok,
BIIB,2018,22.9,real_sec_filing,"risk_per1k=3.6, debt=3, legal=42, uncertainty=3, cost+cyber=1",ok,
BIIB,2019,21.2,real_sec_filing,"risk_per1k=3.7, debt=1, legal=39, uncertainty=5, cost+cyber=1",ok,
BIIB,2020,23.1,real_sec_filing,"risk_per1k=3.6, debt=1, legal=46, uncertainty=2, cost+cyber=3",ok,
BIIB,2021,22.6,real_sec_filing,"risk_per1k=3.4, debt=1, legal=44, uncertainty=3, cost+cyber=3",ok,
BIIB,2022,21.8,real_sec_filing,"risk_per1k=3.5, debt=0, legal=41, uncertainty=2, cost+cyber=7",ok,
BIIB,2023,24.3,real_sec_filing,"risk_per1k=4.5, debt=0, legal=41, uncertainty=3, cost+cyber=8",ok,
BIIB,2024,31.1,real_sec_filing,"risk_per1k=6.5, debt=1, legal=49, uncertainty=1, cost+cyber=10",ok,
BKNG,2017,31.2,real_sec_filing,"risk_per1k=8.0, debt=10, legal=10, uncertainty=4, cost+cyber=2",ok,
BKNG,2018,32.9,real_sec_filing,"risk_per1k=8.6, debt=7, legal=11, uncertainty=8, cost+cyber=4",ok,
BKNG,2019,35.7,real_sec_filing,"risk_per1k=9.7, debt=6, legal=13, uncertainty=7, cost+cyber=8",ok,
BKNG,2020,62.7,real_sec_filing,"risk_per1k=12.8, debt=10, legal=23, uncertainty=20, cost+cyber=23",ok,
BKNG,2021,49.6,real_sec_filing,"risk_per1k=11.8, debt=7, legal=27, uncertainty=7, cost+cyber=9",ok,
BKNG,2022,55.5,real_sec_filing,"risk_per1k=11.8, debt=7, legal=27, uncertainty=17, cost+cyber=12",ok,
BKNG,2023,69.9,real_sec_filing,"risk_per1k=16.0, debt=7, legal=38, uncertainty=23, cost+cyber=23",ok,
BKNG,2024,70.0,real_sec_filing,"risk_per1k=16.2, debt=5, legal=43, uncertainty=26, cost+cyber=31",ok,
BLK,2017,47.4,real_sec_filing,"risk_per1k=8.2, debt=17, legal=45, uncertainty=1, cost+cyber=4",ok,
BLK,2018,45.3,real_sec_filing,"risk_per1k=8.0, debt=17, legal=38, uncertainty=2, cost+cyber=4",ok,
BLK,2019,50.7,real_sec_filing,"risk_per1k=8.5, debt=17, legal=50, uncertainty=2, cost+cyber=5",ok,
BLK,2020,46.3,real_sec_filing,"risk_per1k=7.7, debt=14, legal=45, uncertainty=2, cost+cyber=4",ok,
BLK,2021,41.5,real_sec_filing,"risk_per1k=7.7, debt=16, legal=31, uncertainty=2, cost+cyber=2",ok,
BLK,2022,38.0,real_sec_filing,"risk_per1k=7.2, debt=18, legal=23, uncertainty=1, cost+cyber=3",ok,
BLK,2023,42.8,real_sec_filing,"risk_per1k=7.3, debt=20, legal=32, uncertainty=1, cost+cyber=3",ok,
BMY,2017,27.6,real_sec_filing,"risk_per1k=4.2, debt=1, legal=95, uncertainty=5, cost+cyber=0",ok,
BMY,2018,27.6,real_sec_filing,"risk_per1k=4.2, debt=1, legal=80, uncertainty=4, cost+cyber=1",ok,
BMY,2019,28.5,real_sec_filing,"risk_per1k=3.2, debt=3, legal=72, uncertainty=4, cost+cyber=1",ok,
BMY,2020,29.6,real_sec_filing,"risk_per1k=4.1, debt=2, legal=74, uncertainty=5, cost+cyber=1",ok,
BMY,2021,30.5,real_sec_filing,"risk_per1k=4.2, debt=2, legal=101, uncertainty=4, cost+cyber=2",ok,
BMY,2022,29.0,real_sec_filing,"risk_per1k=4.1, debt=1, legal=73, uncertainty=4, cost+cyber=4",ok,
BMY,2023,29.5,real_sec_filing,"risk_per1k=4.2, debt=1, legal=74, uncertainty=4, cost+cyber=5",ok,
BMY,2024,30.3,real_sec_filing,"risk_per1k=4.0, debt=1, legal=92, uncertainty=5, cost+cyber=5",ok,
C,2017,31.6,real_sec_filing,"risk_per1k=4.7, debt=36, legal=13, uncertainty=2, cost+cyber=3",ok,
C,2018,31.7,real_sec_filing,"risk_per1k=5.3, debt=43, legal=6, uncertainty=2, cost+cyber=3",ok,
C,2019,29.5,real_sec_filing,"risk_per1k=0.8, debt=35, legal=0, uncertainty=0, cost+cyber=3",ok,
C,2020,,filing_missing_or_error,,too_short,text too short (1 words)
C,2021,,filing_missing_or_error,,too_short,text too short (1 words)
C,2022,,filing_missing_or_error,,too_short,text too short (1 words)
C,2023,,filing_missing_or_error,,too_short,text too short (2 words)
C,2024,,filing_missing_or_error,,too_short,text too short (2 words)
CAT,2017,82.3,real_sec_filing,"risk_per1k=15.1, debt=48, legal=30, uncertainty=37, cost+cyber=25",ok,
CAT,2018,85.1,real_sec_filing,"risk_per1k=15.7, debt=48, legal=44, uncertainty=28, cost+cyber=22",ok,
CAT,2019,81.2,real_sec_filing,"risk_per1k=15.0, debt=49, legal=34, uncertainty=28, cost+cyber=21",ok,
CAT,2020,76.8,real_sec_filing,"risk_per1k=15.8, debt=33, legal=24, uncertainty=25, cost+cyber=23",ok,
CAT,2021,76.4,real_sec_filing,"risk_per1k=16.0, debt=32, legal=24, uncertainty=23, cost+cyber=24",ok,
CAT,2022,76.4,real_sec_filing,"risk_per1k=15.1, debt=32, legal=25, uncertainty=25, cost+cyber=22",ok,
CAT,2023,78.7,real_sec_filing,"risk_per1k=15.7, debt=46, legal=23, uncertainty=30, cost+cyber=24",ok,
CAT,2024,78.8,real_sec_filing,"risk_per1k=15.6, debt=47, legal=23, uncertainty=30, cost+cyber=24",ok,
CB,2017,56.4,real_sec_filing,"risk_per1k=16.7, debt=6, legal=26, uncertainty=7, cost+cyber=11",ok,
CB,2018,56.2,real_sec_filing,"risk_per1k=16.0, debt=6, legal=24, uncertainty=8, cost+cyber=12",ok,
CB,2019,57.7,real_sec_filing,"risk_per1k=16.1, debt=7, legal=24, uncertainty=8, cost+cyber=12",ok,
CB,2020,55.5,real_sec_filing,"risk_per1k=15.6, debt=6, legal=22, uncertainty=8, cost+cyber=13",ok,
CB,2021,54.5,real_sec_filing,"risk_per1k=15.1, debt=6, legal=21, uncertainty=8, cost+cyber=13",ok,
CB,2022,53.2,real_sec_filing,"risk_per1k=13.9, debt=6, legal=21, uncertainty=8, cost+cyber=15",ok,
CB,2023,51.6,real_sec_filing,"risk_per1k=13.0, debt=7, legal=18, uncertainty=8, cost+cyber=14",ok,
CB,2024,52.2,real_sec_filing,"risk_per1k=13.2, debt=7, legal=19, uncertainty=8, cost+cyber=13",ok,
CL,2017,60.7,real_sec_filing,"risk_per1k=11.1, debt=6, legal=50, uncertainty=18, cost+cyber=20",ok,
CL,2018,68.0,real_sec_filing,"risk_per1k=12.2, debt=8, legal=55, uncertainty=16, cost+cyber=29",ok,
CL,2019,69.1,real_sec_filing,"risk_per1k=12.8, debt=8, legal=56, uncertainty=15, cost+cyber=32",ok,
CL,2020,72.1,real_sec_filing,"risk_per1k=15.3, debt=7, legal=51, uncertainty=17, cost+cyber=32",ok,
CL,2021,72.2,real_sec_filing,"risk_per1k=15.2, debt=7, legal=50, uncertainty=17, cost+cyber=37",ok,
CL,2022,69.2,real_sec_filing,"risk_per1k=16.2, debt=5, legal=50, uncertainty=16, cost+cyber=39",ok,
CL,2023,70.5,real_sec_filing,"risk_per1k=16.1, debt=5, legal=54, uncertainty=17, cost+cyber=52",ok,
CL,2024,76.0,real_sec_filing,"risk_per1k=16.9, debt=8, legal=55, uncertainty=17, cost+cyber=53",ok,
CME,2017,71.3,real_sec_filing,"risk_per1k=12.8, debt=29, legal=51, uncertainty=9, cost+cyber=16",ok,
CME,2018,71.0,real_sec_filing,"risk_per1k=12.3, debt=26, legal=51, uncertainty=11, cost+cyber=14",ok,
CME,2019,75.1,real_sec_filing,"risk_per1k=14.5, debt=30, legal=57, uncertainty=11, cost+cyber=11",ok,
CME,2020,68.0,real_sec_filing,"risk_per1k=12.6, debt=28, legal=47, uncertainty=8, cost+cyber=11",ok,
CME,2021,64.8,real_sec_filing,"risk_per1k=11.9, debt=32, legal=39, uncertainty=7, cost+cyber=12",ok,
CME,2022,63.7,real_sec_filing,"risk_per1k=11.1, debt=32, legal=45, uncertainty=7, cost+cyber=10",ok,
CME,2023,62.3,real_sec_filing,"risk_per1k=10.5, debt=34, legal=46, uncertainty=5, cost+cyber=12",ok,
CME,2024,58.5,real_sec_filing,"risk_per1k=10.3, debt=28, legal=40, uncertainty=4, cost+cyber=13",ok,
COF,2017,65.7,real_sec_filing,"risk_per1k=9.5, debt=66, legal=64, uncertainty=13, cost+cyber=3",ok,
COF,2018,72.4,real_sec_filing,"risk_per1k=11.2, debt=71, legal=63, uncertainty=13, cost+cyber=8",ok,
COF,2019,76.8,real_sec_filing,"risk_per1k=10.9, debt=63, legal=68, uncertainty=13, cost+cyber=28",ok,
COF,2020,59.7,real_sec_filing,"risk_per1k=6.6, debt=52, legal=58, uncertainty=4, cost+cyber=26",ok,
COF,2021,62.0,real_sec_filing,"risk_per1k=9.1, debt=45, legal=68, uncertainty=4, cost+cyber=12",ok,
COF,2022,72.8,real_sec_filing,"risk_per1k=12.4, debt=48, legal=72, uncertainty=6, cost+cyber=13",ok,
COF,2023,59.8,real_sec_filing,"risk_per1k=8.4, debt=49, legal=70, uncertainty=2, cost+cyber=12",ok,
COF,2024,61.5,real_sec_filing,"risk_per1k=8.8, debt=49, legal=67, uncertainty=2, cost+cyber=15",ok,
COST,2017,52.0,real_sec_filing,"risk_per1k=9.8, debt=7, legal=34, uncertainty=19, cost+cyber=11",ok,
COST,2018,51.2,real_sec_filing,"risk_per1k=9.5, debt=6, legal=37, uncertainty=18, cost+cyber=15",ok,
COST,2019,61.3,real_sec_filing,"risk_per1k=10.3, debt=14, legal=38, uncertainty=17, cost+cyber=15",ok,
