ticker,year,report_risk_score_real,risk_score_source,risk_score_components,filing_data_quality_flag,filing_warning_text
MSFT,2011,34.0,real_sec_filing,"risk_per1k=8.2, debt=4, legal=19, uncertainty=14, cost+cyber=6",ok,
MSFT,2012,31.9,real_sec_filing,"risk_per1k=6.5, debt=5, legal=21, uncertainty=12, cost+cyber=5",ok,
MSFT,2013,30.8,real_sec_filing,"risk_per1k=6.5, debt=5, legal=21, uncertainty=10, cost+cyber=4",ok,
MSFT,2014,21.6,real_sec_filing,"risk_per1k=5.1, debt=2, legal=13, uncertainty=13, cost+cyber=6",ok,
MSFT,2015,17.2,real_sec_filing,"risk_per1k=4.0, debt=3, legal=5, uncertainty=12, cost+cyber=2",ok,
MSFT,2017,19.6,real_sec_filing,"risk_per1k=4.6, debt=3, legal=10, uncertainty=13, cost+cyber=1",ok,
MSFT,2018,18.1,real_sec_filing,"risk_per1k=4.7, debt=2, legal=10, uncertainty=10, cost+cyber=5",ok,
MSFT,2019,18.2,real_sec_filing,"risk_per1k=4.1, debt=2, legal=11, uncertainty=9, cost+cyber=8",ok,
MSFT,2020,19.6,real_sec_filing,"risk_per1k=4.8, debt=3, legal=12, uncertainty=8, cost+cyber=6",ok,
MSFT,2021,13.1,real_sec_filing,"risk_per1k=2.9, debt=3, legal=14, uncertainty=1, cost+cyber=4",ok,
MSFT,2022,12.5,real_sec_filing,"risk_per1k=2.0, debt=3, legal=16, uncertainty=0, cost+cyber=4",ok,
MSFT,2023,15.1,real_sec_filing,"risk_per1k=2.8, debt=4, legal=14, uncertainty=0, cost+cyber=6",ok,
MSFT,2024,24.0,real_sec_filing,"risk_per1k=3.8, debt=4, legal=26, uncertainty=1, cost+cyber=9",ok,
MSI,2011,51.6,real_sec_filing,"risk_per1k=8.8, debt=11, legal=37, uncertainty=17, cost+cyber=4",ok,
MSI,2012,54.4,real_sec_filing,"risk_per1k=8.7, debt=13, legal=43, uncertainty=15, cost+cyber=5",ok,
MSI,2013,41.0,real_sec_filing,"risk_per1k=7.3, debt=9, legal=29, uncertainty=10, cost+cyber=5",ok,
MSI,2014,40.7,real_sec_filing,"risk_per1k=8.9, debt=6, legal=27, uncertainty=10, cost+cyber=8",ok,
MSI,2015,51.9,real_sec_filing,"risk_per1k=9.3, debt=18, legal=27, uncertainty=10, cost+cyber=10",ok,
MSI,2017,58.0,real_sec_filing,"risk_per1k=10.4, debt=19, legal=32, uncertainty=12, cost+cyber=9",ok,
MSI,2018,64.5,real_sec_filing,"risk_per1k=11.2, debt=20, legal=35, uncertainty=18, cost+cyber=10",ok,
MSI,2019,67.7,real_sec_filing,"risk_per1k=10.4, debt=19, legal=49, uncertainty=18, cost+cyber=14",ok,
MSI,2020,60.0,real_sec_filing,"risk_per1k=12.6, debt=5, legal=47, uncertainty=12, cost+cyber=19",ok,
MSI,2021,61.4,real_sec_filing,"risk_per1k=10.9, debt=7, legal=58, uncertainty=14, cost+cyber=14",ok,
MSI,2022,61.1,real_sec_filing,"risk_per1k=10.6, debt=6, legal=61, uncertainty=13, cost+cyber=25",ok,
MSI,2023,55.2,real_sec_filing,"risk_per1k=9.8, debt=5, legal=72, uncertainty=11, cost+cyber=19",ok,
MSI,2024,59.1,real_sec_filing,"risk_per1k=12.4, debt=5, legal=45, uncertainty=10, cost+cyber=26",ok,
MU,2011,44.3,real_sec_filing,"risk_per1k=7.8, debt=12, legal=26, uncertainty=16, cost+cyber=1",ok,
MU,2012,52.9,real_sec_filing,"risk_per1k=8.6, debt=35, legal=23, uncertainty=22, cost+cyber=1",ok,
MU,2013,42.5,real_sec_filing,"risk_per1k=6.5, debt=41, legal=11, uncertainty=17, cost+cyber=0",ok,
MU,2014,42.3,real_sec_filing,"risk_per1k=6.8, debt=30, legal=11, uncertainty=19, cost+cyber=0",ok,
MU,2015,42.7,real_sec_filing,"risk_per1k=6.9, debt=27, legal=11, uncertainty=18, cost+cyber=3",ok,
MU,2017,51.3,real_sec_filing,"risk_per1k=7.7, debt=40, legal=10, uncertainty=48, cost+cyber=5",ok,
MU,2018,45.1,real_sec_filing,"risk_per1k=5.8, debt=35, legal=7, uncertainty=35, cost+cyber=5",ok,
MU,2019,45.4,real_sec_filing,"risk_per1k=5.5, debt=16, legal=10, uncertainty=34, cost+cyber=21",ok,
MU,2020,50.6,real_sec_filing,"risk_per1k=7.6, debt=14, legal=13, uncertainty=35, cost+cyber=23",ok,
MU,2021,40.4,real_sec_filing,"risk_per1k=7.6, debt=7, legal=14, uncertainty=20, cost+cyber=13",ok,
MU,2022,47.4,real_sec_filing,"risk_per1k=8.4, debt=8, legal=14, uncertainty=33, cost+cyber=20",ok,
MU,2023,51.9,real_sec_filing,"risk_per1k=9.3, debt=8, legal=18, uncertainty=36, cost+cyber=20",ok,
MU,2024,50.0,real_sec_filing,"risk_per1k=8.6, debt=7, legal=20, uncertainty=32, cost+cyber=21",ok,
NFLX,2011,62.4,real_sec_filing,"risk_per1k=14.2, debt=33, legal=23, uncertainty=13, cost+cyber=2",ok,
NFLX,2012,57.2,real_sec_filing,"risk_per1k=13.1, debt=17, legal=25, uncertainty=12, cost+cyber=1",ok,
NFLX,2013,56.9,real_sec_filing,"risk_per1k=12.1, debt=21, legal=26, uncertainty=10, cost+cyber=3",ok,
NFLX,2014,59.1,real_sec_filing,"risk_per1k=12.0, debt=21, legal=26, uncertainty=11, cost+cyber=8",ok,
NFLX,2015,61.4,real_sec_filing,"risk_per1k=12.1, debt=22, legal=29, uncertainty=12, cost+cyber=8",ok,
NFLX,2017,68.0,real_sec_filing,"risk_per1k=12.6, debt=42, legal=29, uncertainty=16, cost+cyber=10",ok,
NFLX,2018,71.3,real_sec_filing,"risk_per1k=12.3, debt=42, legal=36, uncertainty=17, cost+cyber=13",ok,
NFLX,2019,73.8,real_sec_filing,"risk_per1k=12.6, debt=47, legal=40, uncertainty=17, cost+cyber=14",ok,
NFLX,2020,73.5,real_sec_filing,"risk_per1k=13.8, debt=45, legal=29, uncertainty=20, cost+cyber=14",ok,
NFLX,2021,77.3,real_sec_filing,"risk_per1k=14.6, debt=43, legal=39, uncertainty=18, cost+cyber=16",ok,
NFLX,2022,76.2,real_sec_filing,"risk_per1k=15.2, debt=32, legal=41, uncertainty=15, cost+cyber=16",ok,
NFLX,2023,77.1,real_sec_filing,"risk_per1k=15.2, debt=32, legal=43, uncertainty=14, cost+cyber=19",ok,
NFLX,2024,79.0,real_sec_filing,"risk_per1k=15.5, debt=31, legal=48, uncertainty=14, cost+cyber=22",ok,
NVDA,2010,24.4,real_sec_filing,"risk_per1k=6.0, debt=5, legal=5, uncertainty=15, cost+cyber=4",ok,
NVDA,2011,26.0,real_sec_filing,"risk_per1k=6.2, debt=4, legal=5, uncertainty=21, cost+cyber=6",ok,
NVDA,2012,35.3,real_sec_filing,"risk_per1k=8.8, debt=4, legal=16, uncertainty=24, cost+cyber=4",ok,
NVDA,2013,35.5,real_sec_filing,"risk_per1k=8.0, debt=5, legal=18, uncertainty=24, cost+cyber=3",ok,
NVDA,2014,35.9,real_sec_filing,"risk_per1k=7.9, debt=6, legal=13, uncertainty=26, cost+cyber=3",ok,
NVDA,2015,45.9,real_sec_filing,"risk_per1k=8.4, debt=8, legal=35, uncertainty=19, cost+cyber=1",ok,
NVDA,2017,51.7,real_sec_filing,"risk_per1k=8.8, debt=14, legal=33, uncertainty=19, cost+cyber=1",ok,
NVDA,2018,44.2,real_sec_filing,"risk_per1k=9.0, debt=7, legal=26, uncertainty=20, cost+cyber=1",ok,
NVDA,2019,38.8,real_sec_filing,"risk_per1k=8.2, debt=5, legal=26, uncertainty=20, cost+cyber=2",ok,
NVDA,2020,40.2,real_sec_filing,"risk_per1k=8.3, debt=6, legal=24, uncertainty=20, cost+cyber=2",ok,
NVDA,2021,32.0,real_sec_filing,"risk_per1k=7.7, debt=6, legal=14, uncertainty=10, cost+cyber=5",ok,
NVDA,2022,42.7,real_sec_filing,"risk_per1k=8.2, debt=9, legal=14, uncertainty=18, cost+cyber=10",ok,
NVDA,2023,43.3,real_sec_filing,"risk_per1k=8.2, debt=11, legal=18, uncertainty=14, cost+cyber=8",ok,
NVDA,2024,38.8,real_sec_filing,"risk_per1k=7.8, debt=8, legal=14, uncertainty=12, cost+cyber=12",ok,
ORCL,2010,22.0,real_sec_filing,"risk_per1k=6.4, debt=2, legal=15, uncertainty=8, cost+cyber=6",ok,
ORCL,2011,16.9,real_sec_filing,"risk_per1k=5.3, debt=1, legal=15, uncertainty=2, cost+cyber=8",ok,
ORCL,2012,15.2,real_sec_filing,"risk_per1k=4.0, debt=2, legal=14, uncertainty=2, cost+cyber=6",ok,
ORCL,2013,25.4,real_sec_filing,"risk_per1k=6.8, debt=0, legal=14, uncertainty=11, cost+cyber=13",ok,
ORCL,2014,19.8,real_sec_filing,"risk_per1k=5.7, debt=2, legal=14, uncertainty=3, cost+cyber=11",ok,
ORCL,2015,22.3,real_sec_filing,"risk_per1k=6.4, debt=3, legal=13, uncertainty=4, cost+cyber=10",ok,
ORCL,2017,23.0,real_sec_filing,"risk_per1k=3.4, debt=5, legal=19, uncertainty=0, cost+cyber=13",ok,
ORCL,2018,24.5,real_sec_filing,"risk_per1k=5.9, debt=4, legal=19, uncertainty=2, cost+cyber=11",ok,
ORCL,2019,22.9,real_sec_filing,"risk_per1k=5.2, debt=4, legal=18, uncertainty=1, cost+cyber=12",ok,
ORCL,2020,18.7,real_sec_filing,"risk_per1k=5.2, debt=4, legal=9, uncertainty=3, cost+cyber=7",ok,
ORCL,2021,20.5,real_sec_filing,"risk_per1k=4.9, debt=5, legal=7, uncertainty=4, cost+cyber=7",ok,
ORCL,2022,18.9,real_sec_filing,"risk_per1k=4.6, debt=5, legal=5, uncertainty=5, cost+cyber=5",ok,
ORCL,2023,21.5,real_sec_filing,"risk_per1k=4.8, debt=6, legal=7, uncertainty=2, cost+cyber=8",ok,
ORCL,2024,21.8,real_sec_filing,"risk_per1k=5.1, debt=5, legal=12, uncertainty=2, cost+cyber=8",ok,
QCOM,2011,3.2,real_sec_filing,"risk_per1k=2.6, debt=0, legal=3, uncertainty=0, cost+cyber=0",ok,
QCOM,2012,3.4,real_sec_filing,"risk_per1k=2.6, debt=0, legal=5, uncertainty=0, cost+cyber=0",ok,
QCOM,2013,8.0,real_sec_filing,"risk_per1k=2.9, debt=2, legal=8, uncertainty=2, cost+cyber=0",ok,
QCOM,2014,11.9,real_sec_filing,"risk_per1k=3.0, debt=5, legal=6, uncertainty=0, cost+cyber=0",ok,
QCOM,2015,11.8,real_sec_filing,"risk_per1k=3.0, debt=5, legal=6, uncertainty=0, cost+cyber=0",ok,
QCOM,2017,14.1,real_sec_filing,"risk_per1k=1.6, debt=6, legal=12, uncertainty=0, cost+cyber=0",ok,
QCOM,2018,15.8,real_sec_filing,"risk_per1k=2.5, debt=6, legal=10, uncertainty=0, cost+cyber=3",ok,
QCOM,2019,11.8,real_sec_filing,"risk_per1k=2.6, debt=4, legal=13, uncertainty=0, cost+cyber=0",ok,
QCOM,2020,8.9,real_sec_filing,"risk_per1k=1.8, debt=3, legal=11, uncertainty=0, cost+cyber=0",ok,
QCOM,2021,27.6,real_sec_filing,"risk_per1k=6.7, debt=7, legal=15, uncertainty=2, cost+cyber=3",ok,
QCOM,2022,25.4,real_sec_filing,"risk_per1k=6.2, debt=7, legal=16, uncertainty=1, cost+cyber=1",ok,
QCOM,2023,25.1,real_sec_filing,"risk_per1k=6.2, debt=6, legal=16, uncertainty=1, cost+cyber=3",ok,
QCOM,2024,25.1,real_sec_filing,"risk_per1k=6.1, debt=6, legal=18, uncertainty=1, cost+cyber=2",ok,
STX,2011,35.5,real_sec_filing,"risk_per1k=7.6, debt=9, legal=7, uncertainty=15, cost+cyber=7",ok,
STX,2012,42.1,real_sec_filing,"risk_per1k=9.1, debt=9, legal=7, uncertainty=17, cost+cyber=13",ok,
STX,2013,46.0,real_sec_filing,"risk_per1k=9.7, debt=12, legal=6, uncertainty=25, cost+cyber=7",ok,
STX,2014,48.7,real_sec_filing,"risk_per1k=9.5, debt=12, legal=6, uncertainty=26, cost+cyber=15",ok,
STX,2015,42.1,real_sec_filing,"risk_per1k=7.5, debt=12, legal=5, uncertainty=27, cost+cyber=10",ok,
STX,2016,48.7,real_sec_filing,"risk_per1k=9.5, debt=13, legal=11, uncertainty=27, cost+cyber=8",ok,
STX,2017,51.8,real_sec_filing,"risk_per1k=8.3, debt=53, legal=6, uncertainty=30, cost+cyber=7",ok,
STX,2018,52.8,real_sec_filing,"risk_per1k=8.4, debt=51, legal=6, uncertainty=32, cost+cyber=9",ok,
STX,2019,58.4,real_sec_filing,"risk_per1k=10.6, debt=40, legal=7, uncertainty=27, cost+cyber=11",ok,
STX,2020,55.7,real_sec_filing,"risk_per1k=9.3, debt=39, legal=7, uncertainty=26, cost+cyber=14",ok,
STX,2021,45.1,real_sec_filing,"risk_per1k=9.1, debt=10, legal=14, uncertainty=20, cost+cyber=9",ok,
STX,2022,46.6,real_sec_filing,"risk_per1k=9.6, debt=10, legal=13, uncertainty=21, cost+cyber=10",ok,
STX,2023,47.6,real_sec_filing,"risk_per1k=9.9, debt=10, legal=13, uncertainty=22, cost+cyber=9",ok,
STX,2024,50.0,real_sec_filing,"risk_per1k=10.8, debt=10, legal=15, uncertainty=18, cost+cyber=9",ok,
TSLA,2011,11.2,real_sec_filing,"risk_per1k=1.7, debt=5, legal=7, uncertainty=4, cost+cyber=1",ok,
TSLA,2012,19.0,real_sec_filing,"risk_per1k=1.8, debt=8, legal=14, uncertainty=4, cost+cyber=2",ok,
TSLA,2013,14.8,real_sec_filing,"risk_per1k=1.9, debt=6, legal=15, uncertainty=1, cost+cyber=1",ok,
TSLA,2014,20.0,real_sec_filing,"risk_per1k=3.8, debt=5, legal=14, uncertainty=9, cost+cyber=4",ok,
TSLA,2015,38.7,real_sec_filing,"risk_per1k=6.2, debt=12, legal=13, uncertainty=18, cost+cyber=10",ok,
TSLA,2017,23.5,real_sec_filing,"risk_per1k=3.7, debt=3, legal=19, uncertainty=12, cost+cyber=12",ok,
TSLA,2018,23.3,real_sec_filing,"risk_per1k=3.9, debt=3, legal=24, uncertainty=8, cost+cyber=11",ok,
TSLA,2019,31.0,real_sec_filing,"risk_per1k=4.8, debt=3, legal=27, uncertainty=16, cost+cyber=12",ok,
TSLA,2020,37.7,real_sec_filing,"risk_per1k=6.5, debt=6, legal=26, uncertainty=14, cost+cyber=10",ok,
TSLA,2021,35.6,real_sec_filing,"risk_per1k=6.0, debt=4, legal=27, uncertainty=15, cost+cyber=14",ok,
TSLA,2022,41.8,real_sec_filing,"risk_per1k=6.3, debt=6, legal=30, uncertainty=16, cost+cyber=16",ok,
TSLA,2023,41.2,real_sec_filing,"risk_per1k=6.5, debt=6, legal=29, uncertainty=14, cost+cyber=16",ok,
TSLA,2024,35.4,real_sec_filing,"risk_per1k=6.4, debt=3, legal=29, uncertainty=13, cost+cyber=16",ok,
TXN,2017,76.7,real_sec_filing,"risk_per1k=17.6, debt=10, legal=5, uncertainty=11, cost+cyber=10",ok,
TXN,2018,79.5,real_sec_filing,"risk_per1k=17.4, debt=10, legal=7, uncertainty=11, cost+cyber=11",ok,
TXN,2019,79.1,real_sec_filing,"risk_per1k=16.9, debt=10, legal=7, uncertainty=10, cost+cyber=11",ok,
TXN,2020,80.4,real_sec_filing,"risk_per1k=19.8, debt=10, legal=8, uncertainty=10, cost+cyber=10",ok,
TXN,2021,81.5,real_sec_filing,"risk_per1k=19.9, debt=11, legal=8, uncertainty=10, cost+cyber=11",ok,
TXN,2022,83.9,real_sec_filing,"risk_per1k=19.3, debt=11, legal=10, uncertainty=10, cost+cyber=13",ok,
TXN,2023,85.0,real_sec_filing,"risk_per1k=18.9, debt=11, legal=12, uncertainty=11, cost+cyber=14",ok,
TXN,2024,85.6,real_sec_filing,"risk_per1k=19.2, debt=11, legal=12, uncertainty=11, cost+cyber=15",ok,
WDC,2011,52.8,real_sec_filing,"risk_per1k=11.1, debt=28, legal=10, uncertainty=13, cost+cyber=9",ok,
WDC,2012,47.3,real_sec_filing,"risk_per1k=10.0, debt=25, legal=13, uncertainty=9, cost+cyber=7",ok,
WDC,2013,49.2,real_sec_filing,"risk_per1k=11.3, debt=25, legal=11, uncertainty=9, cost+cyber=4",ok,
WDC,2014,34.2,real_sec_filing,"risk_per1k=9.7, debt=7, legal=13, uncertainty=6, cost+cyber=5",ok,
WDC,2015,39.9,real_sec_filing,"risk_per1k=11.2, debt=8, legal=12, uncertainty=6, cost+cyber=7",ok,
WDC,2017,62.1,real_sec_filing,"risk_per1k=13.9, debt=71, legal=8, uncertainty=15, cost+cyber=7",ok,
WDC,2018,56.6,real_sec_filing,"risk_per1k=15.9, debt=14, legal=6, uncertainty=12, cost+cyber=11",ok,
WDC,2019,65.1,real_sec_filing,"risk_per1k=13.9, debt=66, legal=12, uncertainty=15, cost+cyber=12",ok,
WDC,2020,59.8,real_sec_filing,"risk_per1k=15.3, debt=18, legal=11, uncertainty=12, cost+cyber=12",ok,
WDC,2021,46.3,real_sec_filing,"risk_per1k=10.7, debt=10, legal=15, uncertainty=9, cost+cyber=11",ok,
WDC,2022,48.7,real_sec_filing,"risk_per1k=11.1, debt=11, legal=14, uncertainty=8, cost+cyber=18",ok,
WDC,2023,49.7,real_sec_filing,"risk_per1k=11.3, debt=10, legal=14, uncertainty=9, cost+cyber=20",ok,
WDC,2024,61.7,real_sec_filing,"risk_per1k=11.8, debt=19, legal=14, uncertainty=18, cost+cyber=35",ok,
AAPL,2017,49.8,real_sec_filing,"risk_per1k=10.3, debt=5, legal=25, uncertainty=28, cost+cyber=10",ok,
AAPL,2018,56.1,real_sec_filing,"risk_per1k=11.3, debt=5, legal=27, uncertainty=31, cost+cyber=16",ok,
AAPL,2019,69.4,real_sec_filing,"risk_per1k=13.7, debt=10, legal=34, uncertainty=36, cost+cyber=14",ok,
AAPL,2020,76.1,real_sec_filing,"risk_per1k=15.3, debt=9, legal=44, uncertainty=41, cost+cyber=19",ok,
AAPL,2021,71.0,real_sec_filing,"risk_per1k=15.7, debt=3, legal=54, uncertainty=39, cost+cyber=30",ok,
AAPL,2022,73.1,real_sec_filing,"risk_per1k=16.6, debt=3, legal=58, uncertainty=42, cost+cyber=34",ok,
AAPL,2023,72.4,real_sec_filing,"risk_per1k=16.1, debt=3, legal=61, uncertainty=39, cost+cyber=30",ok,
AAPL,2024,73.3,real_sec_filing,"risk_per1k=16.5, debt=3, legal=69, uncertainty=39, cost+cyber=32",ok,
AMD,2017,40.8,real_sec_filing,"risk_per1k=7.1, debt=10, legal=12, uncertainty=37, cost+cyber=4",ok,
AMD,2018,39.7,real_sec_filing,"risk_per1k=7.3, debt=9, legal=12, uncertainty=39, cost+cyber=2",ok,
AMD,2019,31.6,real_sec_filing,"risk_per1k=6.0, debt=7, legal=8, uncertainty=30, cost+cyber=0",ok,
AMD,2020,48.1,real_sec_filing,"risk_per1k=8.9, debt=18, legal=12, uncertainty=28, cost+cyber=3",ok,
AMD,2021,57.4,real_sec_filing,"risk_per1k=11.9, debt=15, legal=12, uncertainty=38, cost+cyber=7",ok,
AMD,2022,57.9,real_sec_filing,"risk_per1k=12.5, debt=13, legal=7, uncertainty=37, cost+cyber=10",ok,
AMD,2023,45.4,real_sec_filing,"risk_per1k=8.9, debt=13, legal=11, uncertainty=18, cost+cyber=8",ok,
AMD,2024,37.1,real_sec_filing,"risk_per1k=9.2, debt=4, legal=12, uncertainty=25, cost+cyber=7",ok,
AVGO,2018,44.5,real_sec_filing,"risk_per1k=7.2, debt=21, legal=15, uncertainty=10, cost+cyber=12",ok,
AVGO,2019,52.2,real_sec_filing,"risk_per1k=7.0, debt=24, legal=24, uncertainty=13, cost+cyber=18",ok,
AVGO,2020,60.3,real_sec_filing,"risk_per1k=9.8, debt=22, legal=24, uncertainty=19, cost+cyber=17",ok,
AVGO,2021,64.2,real_sec_filing,"risk_per1k=10.0, debt=18, legal=37, uncertainty=21, cost+cyber=15",ok,
AVGO,2022,65.8,real_sec_filing,"risk_per1k=9.3, debt=18, legal=43, uncertainty=25, cost+cyber=16",ok,
AVGO,2023,70.2,real_sec_filing,"risk_per1k=10.3, debt=21, legal=45, uncertainty=31, cost+cyber=13",ok,
AVGO,2024,64.6,real_sec_filing,"risk_per1k=10.2, debt=12, legal=37, uncertainty=24, cost+cyber=20",ok,
KLAC,2017,35.6,real_sec_filing,"risk_per1k=6.3, debt=9, legal=7, uncertainty=17, cost+cyber=7",ok,
KLAC,2018,37.8,real_sec_filing,"risk_per1k=6.4, debt=11, legal=7, uncertainty=18, cost+cyber=7",ok,
KLAC,2019,20.5,real_sec_filing,"risk_per1k=3.1, debt=5, legal=6, uncertainty=11, cost+cyber=2",ok,
KLAC,2020,20.3,real_sec_filing,"risk_per1k=3.0, debt=5, legal=6, uncertainty=11, cost+cyber=2",ok,
KLAC,2021,44.8,real_sec_filing,"risk_per1k=6.8, debt=14, legal=16, uncertainty=17, cost+cyber=11",ok,
KLAC,2022,61.6,real_sec_filing,"risk_per1k=10.9, debt=16, legal=22, uncertainty=17, cost+cyber=28",ok,
KLAC,2023,66.3,real_sec_filing,"risk_per1k=11.4, debt=18, legal=26, uncertainty=23, cost+cyber=22",ok,
KLAC,2024,67.5,real_sec_filing,"risk_per1k=11.9, debt=18, legal=26, uncertainty=23, cost+cyber=22",ok,
MCHP,2017,54.8,real_sec_filing,"risk_per1k=9.0, debt=34, legal=17, uncertainty=23, cost+cyber=10",ok,
MCHP,2018,52.1,real_sec_filing,"risk_per1k=7.3, debt=46, legal=18, uncertainty=21, cost+cyber=9",ok,
MCHP,2019,60.4,real_sec_filing,"risk_per1k=7.8, debt=40, legal=24, uncertainty=23, cost+cyber=27",ok,
MCHP,2020,60.9,real_sec_filing,"risk_per1k=7.9, debt=50, legal=23, uncertainty=22, cost+cyber=28",ok,
MCHP,2021,67.6,real_sec_filing,"risk_per1k=11.8, debt=25, legal=18, uncertainty=27, cost+cyber=34",ok,
MCHP,2022,65.8,real_sec_filing,"risk_per1k=11.7, debt=21, legal=18, uncertainty=23, cost+cyber=43",ok,
MCHP,2023,64.2,real_sec_filing,"risk_per1k=10.6, debt=26, legal=19, uncertainty=23, cost+cyber=39",ok,
MCHP,2024,63.3,real_sec_filing,"risk_per1k=10.2, debt=27, legal=20, uncertainty=21, cost+cyber=41",ok,
MRVL,2017,42.6,real_sec_filing,"risk_per1k=10.6, debt=2, legal=19, uncertainty=23, cost+cyber=17",ok,
MRVL,2018,70.7,real_sec_filing,"risk_per1k=11.3, debt=22, legal=49, uncertainty=33, cost+cyber=7",ok,
MRVL,2019,63.6,real_sec_filing,"risk_per1k=10.6, debt=71, legal=22, uncertainty=21, cost+cyber=10",ok,
MRVL,2020,74.2,real_sec_filing,"risk_per1k=15.0, debt=22, legal=30, uncertainty=17, cost+cyber=26",ok,
MRVL,2021,81.8,real_sec_filing,"risk_per1k=18.2, debt=41, legal=56, uncertainty=15, cost+cyber=12",ok,
ON,2017,23.8,real_sec_filing,"risk_per1k=4.2, debt=3, legal=48, uncertainty=1, cost+cyber=0",ok,
ON,2018,25.1,real_sec_filing,"risk_per1k=4.4, debt=2, legal=54, uncertainty=1, cost+cyber=3",ok,
ON,2019,26.1,real_sec_filing,"risk_per1k=5.1, debt=2, legal=55, uncertainty=1, cost+cyber=3",ok,
ON,2020,26.9,real_sec_filing,"risk_per1k=7.5, debt=2, legal=32, uncertainty=6, cost+cyber=1",ok,
ON,2021,24.8,real_sec_filing,"risk_per1k=7.5, debt=2, legal=28, uncertainty=4, cost+cyber=1",ok,
ON,2022,28.7,real_sec_filing,"risk_per1k=9.0, debt=1, legal=33, uncertainty=3, cost+cyber=1",ok,
ON,2023,34.6,real_sec_filing,"risk_per1k=8.3, debt=4, legal=44, uncertainty=5, cost+cyber=2",ok,
ON,2024,40.8,real_sec_filing,"risk_per1k=8.8, debt=7, legal=42, uncertainty=5, cost+cyber=3",ok,
SWKS,2017,58.4,real_sec_filing,"risk_per1k=11.7, debt=7, legal=23, uncertainty=42, cost+cyber=14",ok,
SWKS,2018,60.2,real_sec_filing,"risk_per1k=11.4, debt=8, legal=22, uncertainty=42, cost+cyber=21",ok,
SWKS,2019,57.8,real_sec_filing,"risk_per1k=11.1, debt=7, legal=22, uncertainty=41, cost+cyber=19",ok,
SWKS,2020,59.2,real_sec_filing,"risk_per1k=12.7, debt=6, legal=24, uncertainty=35, cost+cyber=13",ok,
SWKS,2021,70.8,real_sec_filing,"risk_per1k=12.8, debt=35, legal=19, uncertainty=38, cost+cyber=17",ok,
SWKS,2022,70.7,real_sec_filing,"risk_per1k=12.9, debt=36, legal=17, uncertainty=36, cost+cyber=20",ok,
SWKS,2023,69.7,real_sec_filing,"risk_per1k=11.8, debt=43, legal=19, uncertainty=39, cost+cyber=17",ok,
SWKS,2024,67.0,real_sec_filing,"risk_per1k=11.6, debt=20, legal=22, uncertainty=41, cost+cyber=18",ok,
CDNS,2017,32.5,real_sec_filing,"risk_per1k=8.2, debt=6, legal=12, uncertainty=12, cost+cyber=5",ok,
CDNS,2018,31.6,real_sec_filing,"risk_per1k=7.6, debt=6, legal=10, uncertainty=15, cost+cyber=4",ok,
CDNS,2019,36.5,real_sec_filing,"risk_per1k=7.9, debt=8, legal=14, uncertainty=16, cost+cyber=2",ok,
CDNS,2020,42.7,real_sec_filing,"risk_per1k=8.9, debt=12, legal=15, uncertainty=8, cost+cyber=11",ok,
CDNS,2021,42.7,real_sec_filing,"risk_per1k=8.9, debt=12, legal=15, uncertainty=8, cost+cyber=11",ok,
CDNS,2022,48.2,real_sec_filing,"risk_per1k=8.6, debt=12, legal=23, uncertainty=9, cost+cyber=18",ok,
CDNS,2023,51.3,real_sec_filing,"risk_per1k=9.6, debt=16, legal=19, uncertainty=10, cost+cyber=16",ok,
CDNS,2024,62.1,real_sec_filing,"risk_per1k=10.6, debt=23, legal=32, uncertainty=10, cost+cyber=19",ok,
CHTR,2017,37.0,real_sec_filing,"risk_per1k=2.6, debt=10, legal=31, uncertainty=8, cost+cyber=11",ok,
CHTR,2018,37.5,real_sec_filing,"risk_per1k=2.3, debt=10, legal=34, uncertainty=8, cost+cyber=11",ok,
CHTR,2019,39.6,real_sec_filing,"risk_per1k=3.7, debt=11, legal=31, uncertainty=8, cost+cyber=14",ok,
CHTR,2020,35.3,real_sec_filing,"risk_per1k=2.8, debt=9, legal=30, uncertainty=6, cost+cyber=13",ok,
CHTR,2021,34.8,real_sec_filing,"risk_per1k=2.5, debt=9, legal=30, uncertainty=6, cost+cyber=13",ok,
CHTR,2022,37.3,real_sec_filing,"risk_per1k=2.2, debt=12, legal=32, uncertainty=6, cost+cyber=11",ok,
CHTR,2023,37.4,real_sec_filing,"risk_per1k=2.7, debt=12, legal=34, uncertainty=7, cost+cyber=8",ok,
CHTR,2024,31.0,real_sec_filing,"risk_per1k=2.9, debt=13, legal=22, uncertainty=7, cost+cyber=1",ok,
CMCSA,2017,13.6,real_sec_filing,"risk_per1k=1.6, debt=1, legal=20, uncertainty=8, cost+cyber=0",ok,
CMCSA,2018,17.8,real_sec_filing,"risk_per1k=1.4, debt=1, legal=25, uncertainty=10, cost+cyber=0",ok,
CMCSA,2019,18.4,real_sec_filing,"risk_per1k=1.5, debt=1, legal=28, uncertainty=8, cost+cyber=1",ok,
CMCSA,2020,22.6,real_sec_filing,"risk_per1k=1.6, debt=4, legal=25, uncertainty=9, cost+cyber=1",ok,
CMCSA,2021,21.6,real_sec_filing,"risk_per1k=1.6, debt=5, legal=19, uncertainty=9, cost+cyber=1",ok,
CMCSA,2022,18.2,real_sec_filing,"risk_per1k=1.5, debt=3, legal=20, uncertainty=9, cost+cyber=1",ok,
